ID,FATHER,MOTHER
NE95136,KR83084,KR81484
NE95144,NE92113,KR83085
NE95145,NE92113,KR83085
NE95146,NE92113,KR83085
NE95147,NE92113,KR83085
NE95148,NE92113,KR83085
NE95149,NE92113,KR83085
NE95150,NE92113,KR83085
NE95175,A003801,KR83100
NE95176,A003801,KR83100
NE95177,A003801,KR83100
NE95178,A003801,KR83100
NE95179,A003801,KR83100
NE95180,A003801,KR83100
NE95181,A003801,KR83100
NE95182,A003801,KR83100
NE95183,A003801,KR83100
NE95184,M_1993486,KR83096
NE95185,M_1993486,KR83096
NE95186,M_1993486,KR83096
NE95194,M_1993484,KR83087
NE95195,M_1993484,KR83087
NE95196,M_1993484,KR83087
NE95197,M_1993484,KR83087
NE95198,M_1993484,KR83087
NE95199,M_1993484,KR83087
NE95200,M_1993484,KR83087
NE95201,M_1993484,KR83087
NE95269,KR84565,KR84566
NE95270,KR84565,KR84566
NE95271,KR84565,KR84566
NE95272,KR84565,KR84566
NE95273,KR84565,KR84566
NE95274,KR84565,KR84566
NE95275,KR84565,KR84566
NE95276,KR84565,KR84566
NE95285,M_1993226,F_1993226
NE95286,M_1993226,F_1993226
NE95287,M_1993226,F_1993226
NE95288,M_1993226,F_1993226
NE95289,M_1993226,F_1993226
NE95290,M_1993226,F_1993226
NE95291,M_1993226,F_1993226
NE95292,M_1993226,F_1993226
NE95366,KR83090,KR83092
NE95367,KR83090,KR83092
NE95368,KR83090,KR83092
NE95369,KR83090,KR83092
NE95370,KR83090,KR83092
NE95371,KR83090,KR83092
NE95372,KR83090,KR83092
NE95373,KR83090,KR83092
NE95374,KR83090,KR83092
NE95375,KR83090,KR83092
NE95467,M_1992461,F_1992461
NE95468,M_1992461,F_1992461
NE95469,M_1992461,F_1992461
NE95470,M_1992461,F_1992461
NE95471,M_1992461,F_1992461
NE95472,M_1992461,F_1992461
NE95473,M_1992461,F_1992461
NE95483,BS44610,F_1992459
NE95484,BS44610,F_1992459
NE95485,BS44610,F_1992459
NE95486,BS44610,F_1992459
NE95487,BS44610,F_1992459
NE95488,BS44610,F_1992459
NE95489,BS44610,F_1992459
NE95490,BS44610,F_1992459
NE95551,NE94512,NE94541
NE95552,NE94512,NE94541
NE95553,NE94512,NE94541
NE95554,NE94512,NE94541
NE95555,NE94512,NE94541
NE95556,NE94512,NE94541
NE95557,NE94512,NE94541
NE95558,NE94512,NE94541
NE95559,NE94512,NE94541
NE95560,NE94512,NE94541
NE95561,M_1992201,NC09574
NE95562,M_1992201,NC09574
NE95573,KR81509,NE94889
NE95574,KR81509,NE94889
NE95575,KR81509,NE94889
NE95576,KR81509,NE94889
NE95581,M_1991694,KR84552
NE95582,M_1991694,KR84552
NE95583,M_1991694,KR84552
NE95680,NE94014,NE93591
NE95681,NE94014,NE93591
NE95682,NE94014,NE93591
NE95683,NE94014,NE93591
NE95684,NE94014,NE93591
NE95685,NE94014,NE93591
NE95686,NE94014,NE93591
NE95687,NE94014,NE93591
NE95688,NE93732,NE93582
NE95689,NE93732,NE93582
NE95690,NE93732,NE93582
NE95691,NE93732,NE93582
NE95692,NE93732,NE93582
NE95693,NE93732,NE93582
NE95694,NE93732,NE93582
NE95695,NE93732,NE93582
NE95696,NE93732,NE93582
NE95810,NE93718,NE93583
NE95811,NE93718,NE93583
NE95812,NE93718,NE93583
NE95813,NE93718,NE93583
NE95814,NE93718,NE93583
NE95815,NE93718,NE93583
NE95816,NE93718,NE93583
NE95817,NE93718,NE93583
NE95826,NE93594,KR84566
NE95827,NE93594,KR84566
NE95828,NE93594,KR84566
NE95829,NE93594,KR84566
NE95830,NE93594,KR84566
NE95831,NE93594,KR84566
NE95832,NE93594,KR84566
NE95833,NE93594,KR84566
NE95834,NE93594,KR84566
NE95835,NE93594,KR84566
NE95836,NE93594,KR84566
NE95837,NE93594,KR84566
NE95848,M_1705222,NE93577
NE95849,M_1705222,NE93577
NE95850,M_1705222,NE93577
NE95881,KR84567,A007120
NE95882,KR84567,A007120
NE95883,KR84567,A007120
NE95884,KR84567,A007120
NE95885,KR84567,A007120
NE95886,KR84567,A007120
NE95887,KR84567,A007120
NE95888,KR84567,A007120
NE95889,KR84567,A007120
NE95938,NE94004,A007119
NE95939,NE94004,A007119
NE95940,NE94004,A007119
NE95941,NE94004,A007119
NE95942,NE94004,A007119
NE95943,NE94004,A007119
NE95944,NE94004,A007119
NE95945,NE94004,A007119
NE95946,NE94004,A007119
NE95961,NE94511,NC09011
NE95962,NE94511,NC09011
NE95963,NE94511,NC09011
NE95964,NE94511,NC09011
NE95965,NE94511,NC09011
NE95966,NE94511,NC09011
NE95967,NE94511,NC09011
NE95968,NE94511,NC09011
NE95969,NE94511,NC09011
NE96052,C375698,B068366
NE96053,C375698,B068366
NE96054,C375698,B068366
NE96055,C375698,B068366
NE96056,C375698,B068366
NE96057,C375698,B068366
NE96058,C375698,B068366
NE96068,B068375,C695225
NE96069,B068375,C695225
NE96070,B068375,C695225
NE96071,B068375,C695225
NE96072,B068375,C695225
NE96073,B068375,C695225
NE96074,B068375,C695225
NE96075,B068375,C695225
NE96076,B068375,C695225
NE96077,BO68367,C695238
NE96078,BO68367,C695238
NE96079,BO68367,C695238
NE96080,BO68367,C695238
NE96081,BO68367,C695238
NE96082,BO68367,C695238
NE96083,BO68367,C695238
NE96084,BO68367,C695238
NE96085,C695247,C695248
NE96086,C695247,C695248
NE96087,C695247,C695248
NE96088,C695247,C695248
NE96089,C695247,C695248
NE96090,C695247,C695248
NE96091,C695247,C695248
NE96092,C695247,C695248
NE96093,C695247,C695248
NE96118,A007117,A007116
NE96119,A007117,A007116
NE96120,A007117,A007116
NE96121,A007117,A007116
NE96122,A007117,A007116
NE96123,A007117,A007116
NE96124,A007117,A007116
NE96125,A007117,A007116
NE96126,A007117,A007116
NE96127,A007117,A007116
NE96163,NE95638,NC09991
NE96164,NE95638,NC09991
NE96165,NE95638,NC09991
NE96166,NE95638,NC09991
NE96167,NE95638,NC09991
NE96168,NE95638,NC09991
NE96169,NE95638,NC09991
NE96170,NE95646,NE94507
NE96171,NE95646,NE94507
NE96172,NE95646,NE94507
NE96173,NE95646,NE94507
NE96174,NE95646,NE94507
NE96218,NE94434,NC09993
NE96219,NE94434,NC09993
NE96220,NE94434,NC09993
NE96221,NE94434,NC09993
NE96222,NE94434,NC09993
NE96223,NE94434,NC09993
NE96224,NE94434,NC09993
NE96225,NE94434,NC09993
NE96253,NE96481,KR83086
NE96254,NE96481,KR83086
NE96255,NE96481,KR83086
NE96256,NE96481,KR83086
NE96257,NE96481,KR83086
NE96258,NE96481,KR83086
NE96259,NE96481,KR83086
NE96260,NE96481,KR83086
NE96261,NE96481,KR83086
NE96284,NE92113,KR84473
NE96285,NE92113,KR84473
NE96286,NE92113,KR84473
NE96287,NE92113,KR84473
NE96288,NE92113,KR84473
NE96289,NE92113,KR84473
NE96290,NE92113,KR84473
NE96307,KR83099,NE96401
NE96308,KR83099,NE96401
NE96309,KR83099,NE96401
NE96310,KR83099,NE96401
NE96406,KR83084,KR84464
NE96407,KR83084,KR84464
NE96408,KR83084,KR84464
NE96409,KR83084,KR84464
NE96410,KR83084,KR84464
NE96411,KR83084,KR84464
NE96412,KR83084,KR84464
NE96413,KR83084,KR84464
NE96414,KR83084,KR84464
NE96415,KR83084,KR84464
NE96465,KR84453,KJ73124
NE96466,KR84453,KJ73124
NE96467,KR84453,KJ73124
NE96468,KR84453,KJ73124
NE96469,KR84453,KJ73124
NE96539,NE95600,NE26798
NE96540,NE95600,NE26798
NE96541,NE95600,NE26798
NE96542,NE95600,NE26798
NE96543,NE95600,NE26798
NE96544,NE95600,NE26798
NE96545,NE95600,NE26798
NE96546,NE95600,NE26798
NE96547,NE95600,NE26798
NE96580,NE94435,NE95620
NE96581,NE94435,NE95620
NE96582,NE94435,NE95620
NE96583,NE94435,NE95620
NE96584,NE94435,NE95620
NE96585,NE94435,NE95620
NE96586,NE94435,NE95620
NE96587,NE94435,NE95620
NE96588,NE95617,NE95616
NE96590,NE95617,NE95616
NE96591,NE95617,NE95616
NE96592,NE95617,NE95616
NE96593,NE95617,NE95616
NE96594,NE95617,NE95616
NE96684,NE93666,NE95626
NE96685,NE93666,NE95626
NE96686,NE93666,NE95626
NE96687,NE93666,NE95626
NE96688,NE93666,NE95626
NE96689,NE93666,NE95626
NE96690,NE93666,NE95626
NE96691,NE93666,NE95626
NE96727,NE95981,NE95987
NE96728,NE95981,NE95987
NE96729,NE95981,NE95987
NE96730,NE95981,NE95987
NE96731,NE95981,NE95987
NE96732,NE95981,NE95987
NE96733,NE95981,NE95987
NE96734,NE95981,NE95987
NE96740,NE94511,NE95980
NE96741,NE94511,NE95980
NE96742,NE94511,NE95980
NE96743,NE94511,NE95980
NE96744,NE94511,NE95980
NE96798,M_511242,A725344
NE96799,M_511242,A725344
NE96800,M_511242,A725344
NE96801,M_511242,A725344
NE96802,M_511242,A725344
NE96803,M_511242,A725344
NE96804,M_511242,A725344
NE96805,M_511242,A725344
NE96806,M_511242,A725344
NE96807,M_511242,A725344
NE96835,C375382,C375381
NE96836,C375382,C375381
NE96837,C375382,C375381
NE96838,C375382,C375381
NE96839,C375382,C375381
NE96840,C375382,C375381
NE96841,C375382,C375381
NE96842,C375382,C375381
NE96865,A725263,A725394
NE96866,A725263,A725394
NE96867,A725263,A725394
NE96868,A725263,A725394
NE96869,A725263,A725394
NE96870,A725263,A725394
NE96871,A725263,A725394
NE96878,KR81303,NE96404
NE96879,KR81303,NE96404
NE96880,KR81303,NE96404
NE96881,KR81303,NE96404
NE96882,KR81303,NE96404
NE96883,KR81303,NE96404
NE96884,KR81303,NE96404
NH38927,M_1991692,F_1991692
NH38928,M_1991692,F_1991692
NH38929,M_1991692,F_1991692
NH38931,M_1991692,F_1991692
NK59001,KR83097,A725358
NK59002,KR83097,A725358
NK59003,KR83097,A725358
NK59004,KR83097,A725358
NK59005,KR83097,A725358
NK59006,KR83097,A725358
NK59007,KR83097,A725358
NK59008,KR83097,A725358
NK59009,KR83097,A725358
NK59040,KR84453,KJ73124
NK59041,KR84453,KJ73124
NK59042,KR84453,KJ73124
NK59043,KR84453,KJ73124
NK59044,KR84453,KJ73124
NK59045,KR84453,KJ73124
NK59088,KR83090,NE96638
NK59089,KR83090,NE96638
NK59090,KR83090,NE96638
NK59091,KR83090,NE96638
NK59092,KR83090,NE96638
NK59093,KR83090,NE96638
NK59094,KR83090,NE96638
NK59095,KR83090,NE96638
NK59142,M_510218,NE95985
NK59143,M_510218,NE95985
NK59144,M_510218,NE95985
NK59145,M_510218,NE95985
NK59146,M_510218,NE95985
NK59147,M_510218,NE95985
NK59148,M_510218,NE95985
NK59149,M_510218,NE95985
NK59153,A725360,NE96405
NK59154,A725360,NE96405
NK59155,A725360,NE96405
NK59156,A725360,NE96405
NK59157,A725360,NE96405
NK59158,A725360,NE96405
NK59159,A725360,NE96405
NK59160,A725360,NE96405
NK59161,A725360,NE96405
NK59292,KR81303,NE96404
NK59293,KR81303,NE96404
NK59294,KR81303,NE96404
NK59295,KR81303,NE96404
NK59296,KR81303,NE96404
NK59297,KR81303,NE96404
NK59298,KR81303,NE96404
NK59299,KR81303,NE96404
NK59300,KR81303,NE96404
NK59401,NE93814,NE93813
NK59402,NE93814,NE93813
NK59403,NE93814,NE93813
NK59404,NE93814,NE93813
NK59405,NE93814,NE93813
NK59406,NE93814,NE93813
NK59407,NE93814,NE93813
NK59408,NE93814,NE93813
NK59409,NE93814,NE93813
NK59410,NE93814,NE93813
NK59411,NE93814,NE93813
NK59412,NE93814,NE93813
NK59413,NE93814,NE93813
NK59414,NE93814,NE93813
NK59415,A007125,A007124
NK59416,A007125,A007124
NK59417,A007125,A007124
NK59418,A007125,A007124
NK59419,A007125,A007124
NK59420,A007125,A007124
NK59421,A007125,A007124
NK59422,A007125,A007124
NK59423,A007125,A007124
NK59424,A007125,A007124
NK59425,A007125,A007124
NK59472,A007126,NK59385
NK59473,A007126,NK59385
NK59474,A007126,NK59385
NK59475,A007126,NK59385
NK59476,A007126,NK59385
NK59477,A007126,NK59385
NK59478,A007126,NK59385
NK59479,A007126,NK59385
NK59480,A007126,NK59385
NK59481,A007147,A007146
NK59482,A007147,A007146
NK59483,A007147,A007146
NK59484,A007147,A007146
NK59485,A007147,A007146
NK59486,A007147,A007146
NK59487,A007147,A007146
NK59488,A007147,A007146
NK59500,A007147,A007146
NK59508,KR84528,NE93811
NK59509,KR84528,NE93811
NK59510,KR84528,NE93811
NK59511,KR84528,NE93811
NK59512,KR84528,NE93811
NK59513,KR84528,NE93811
NK59514,KR84528,NE93811
NK59515,KR84528,NE93811
NK59686,M_1702152,NE93577
NK59687,M_1702152,NE93577
NK59688,M_1702152,NE93577
NK59689,M_1702152,NE93577
NK59690,M_1702152,NE93577
NK59691,M_1702152,NE93577
NK59692,M_1702152,NE93577
NK59718,NE93658,NE93673
NK59719,NE93658,NE93673
NK59720,NE93658,NE93673
NK59721,NE93658,NE93673
NK59722,NE93658,NE93673
NK59723,NE93658,NE93673
NK59724,NE93658,NE93673
NK59725,NE93658,NE93673
NK59737,M_508934,A007675
NK59738,M_508934,A007675
NK59739,M_508934,A007675
NK59740,M_508934,A007675
NK59741,M_508934,A007675
NK59742,M_508934,A007675
NK59818,A007149,A007150
NK59819,A007149,A007150
NK59820,A007149,A007150
NK59821,A007149,A007150
NK59822,A007149,A007150
NK59823,A007149,A007150
NK59824,A007149,A007150
NK59825,A007149,A007150
NK59826,A007149,A007150
NK59827,A007149,A007150
NK59828,A007148,A007145
NK59829,A007148,A007145
NK59830,A007148,A007145
NK59831,A007148,A007145
NK59832,A007148,A007145
NK59833,A007148,A007145
NK59834,A007148,A007145
NK59835,A007148,A007145
NK59836,A007148,A007145
NK59859,B067125,B067126
NK59860,B067125,B067126
NK59861,B067125,B067126
NK59862,B067125,B067126
NK59863,B067125,B067126
NK59864,B067125,B067126
NK59865,B067125,B067126
NK59866,B067125,B067126
NK59948,NK59645,NK59636
NK59949,NK59645,NK59636
NK59950,NK59645,NK59636
NK59951,NK59645,NK59636
NK59952,NK59645,NK59636
NK59953,NK59645,NK59636
NK59954,NK59645,NK59636
NK59955,NK59645,NK59636
NN30021,NE96624,NE93678
NN30022,NE96624,NE93678
NN30023,NE96624,NE93678
NN30024,NE96624,NE93678
NN30025,NE96624,NE93678
NN30026,NE96624,NE93678
NN30027,NE96624,NE93678
NN30028,NE96624,NE93678
NN30029,NE96624,NE93678
NN30030,NE96624,NE93678
NN30050,A007133,A007134
NN30051,A007133,A007134
NN30052,A007133,A007134
NN30053,A007133,A007134
NN30054,A007133,A007134
NN30055,A007133,A007134
NN30056,A007133,A007134
NN30057,A007133,A007134
NN30075,M_507910,B067122
NN30076,M_507910,B067122
NN30077,M_507910,B067122
NN30078,M_507910,B067122
NN30079,M_507910,B067122
NN30080,M_507910,B067122
NN30081,M_507910,B067122
NN30082,M_507910,B067122
NN30083,M_507910,B067122
NN30084,M_507910,B067122
NN30085,M_507910,B067122
NN30163,M_485643,F_485643
NN30164,M_485643,F_485643
NN30165,M_485643,F_485643
NN30166,M_485643,F_485643
NN30167,M_485643,F_485643
NN30168,M_485643,F_485643
NN30169,M_485643,F_485643
NN30170,M_485643,F_485643
NN30233,M_485391,F_485391
NN30234,M_485391,F_485391
NN30235,M_485391,F_485391
NN30236,M_485391,F_485391
NN30237,M_485391,F_485391
NN30238,M_485391,F_485391
NN30239,M_485391,F_485391
NN30240,M_485391,F_485391
NN30241,M_485391,F_485391
NN30242,M_485391,F_485391
NN30243,NE95989,B067130
NN30244,NE95989,B067130
NN30245,NE95989,B067130
NN30246,NE95989,B067130
NN30247,NE95989,B067130
NN30248,NE95989,B067130
NN30249,NE95989,B067130
NN30250,NE95989,B067130
NN30277,M_2014471,F_2014471
NN30278,M_2014471,F_2014471
NN30279,M_2014471,F_2014471
NN30280,M_2014471,F_2014471
NN30281,M_2014471,F_2014471
NN30282,M_2014471,F_2014471
NN30283,M_2014471,F_2014471
NN30284,M_2014471,F_2014471
NN30316,M_2020879,B068658
NN30317,M_2020879,B068658
NN30318,M_2020879,B068658
NN30319,M_2020879,B068658
NN30320,M_2020879,B068658
NN30321,NE95994,NE95595
NN30322,NE95994,NE95595
NN30323,NE95994,NE95595
NN30324,NE95994,NE95595
NN30325,NE95994,NE95595
NN30326,NE95994,NE95595
NN30327,NE95994,NE95595
NN30328,NE95994,NE95595
NN30367,M_2020872,B068556
NN30368,M_2020872,B068556
NN30369,M_2020872,B068556
NN30370,M_2020872,B068556
NN30371,M_2020872,B068556
NN30372,M_2020872,B068556
NN30373,NE93656,NN30276
NN30374,NE93656,NN30276
NN30375,NE93656,NN30276
NN30403,B068655,A007877
NN30404,B068655,A007877
NN30405,B068655,A007877
NN30406,B068655,A007877
NN30407,B068655,A007877
NN30408,B068655,A007877
NN30409,B068655,A007877
NN30410,B068655,A007877
NN30469,M_2014730,B068656
NN30470,M_2014730,B068656
NN30471,M_2014730,B068656
NN30472,M_2014730,B068656
NN30473,M_2014730,B068656
NN30474,M_2014730,B068656
NN30475,M_2014730,B068656
NN30482,A725732,B068662
NN30483,A725732,B068662
NN30484,A725732,B068662
NN30485,A725732,B068662
NN30486,A725732,B068662
NN30487,A725732,B068662
NN30599,H300528,H300526
NN30600,H300528,H300526
NN30601,M_2196516,F491469
NN30602,M_2196516,F491469
NN30603,M_2196516,F491469
NN30604,M_2196516,F491469
NN30605,M_2196516,F491469
NN30606,M_2196726,H303304
NN30607,M_2196726,H303304
NN30608,M_2196726,H303304
NN30609,M_2196726,H303304
NN30610,M_2196726,H303304
NN30611,M_2196726,H303304
NN30612,M_2196726,H303304
NN30613,M_2196726,H303304
NN30624,M_2196726,H303304
NN30625,M_2196586,H303305
NN30626,M_2196586,H303305
NN30627,M_2196586,H303305
NN30628,M_2196586,H303305
NN30635,H303302,H303311
NN30636,H303302,H303311
NN30637,H303302,H303311
NN30638,H303302,H303311
NN30639,H303302,H303311
NN30640,H303302,H303311
NN30641,H303302,H303311
NN30642,H303302,H303311
NN30643,M_2196366,H303307
NN30644,M_2196366,H303307
NN30645,M_2196366,H303307
NN30646,M_2196366,H303307
NN30671,H303301,H303312
NN30672,H303301,H303312
NN30673,H303301,H303312
NN30674,H303301,H303312
NN30675,H303301,H303312
NN30676,H303301,H303312
NN30677,H303301,H303312
NN30678,H303301,H303312
NN30679,F491916,H303306
NN30680,F491916,H303306
NN30681,F491916,H303306
NN30682,F491916,H303306
NN30683,F491916,H303306
NN30684,F491916,H303306
NN30685,F491916,H303306
NN30686,F491916,H303306
NN30687,F491916,H303306
NN30688,F491916,H303306
NN30692,H303315,H303314
NN30693,H303315,H303314
NN30694,H303315,H303314
NN30695,H303315,H303314
NN30696,H303315,H303314
NN30697,H303315,H303314
NN30698,H303315,H303314
NN30699,F874567,F491897
NN30701,F874567,F491897
NN30702,F874567,F491897
NN30703,F874567,F491897
NN30704,F874567,F491897
NN30705,F874567,F491897
NN30706,F874567,F491897
NN30707,F874567,F491897
NN30708,F874567,F491897
NN30709,H303313,F491429
NN30710,H303313,F491429
NN30711,H303313,F491429
NN30712,H303313,F491429
NN30713,H303313,F491429
NN30714,H303313,F491429
NN30715,H303313,F491429
NN30751,H303318,F491479
NN30752,H303318,F491479
NN30753,H303318,F491479
NN30754,H303318,F491479
NN30755,H303318,F491479
NN30756,H303318,F491479
NN30757,H303318,F491479
NN30758,H303318,F491479
NN30759,H303318,F491479
NN30760,H303318,F491479
NN30761,H303318,F491479
NN30774,H303320,H303321
NN30775,H303320,H303321
NN30776,H303320,H303321
NN30777,H303320,H303321
NN30778,H303320,H303321
NN30779,H303320,H303321
NN30780,H303320,H303321
NN30781,H303320,H303321
NN30790,F491478,F952575
NN30791,F491478,F952575
NN30792,F491478,F952575
NN30793,F491478,F952575
NN30794,F491478,F952575
NN30795,F491478,F952575
NN30796,F491478,F952575
NN30797,F491478,F952575
NN30798,H303310,H303309
NN30799,H303310,H303309
NN30800,H303310,H303309
NN30801,H303310,H303309
NN30802,H303310,H303309
NN30803,H303310,H303309
NN30804,H303310,H303309
NN30805,H303310,H303309
NN30806,H303310,H303309
NN30807,H303310,H303309
NN30822,F952574,H303323
NN30823,F952574,H303323
NN30824,F952574,H303323
NN30825,F952574,H303323
NN30826,F952574,H303323
NN30827,F952574,H303323
NN30828,F952574,H303323
NN30829,F952574,H303323
NN30836,H303316,H303308
NN30840,H303316,H303308
NN30841,H303316,H303308
NN30842,H303316,H303308
NN30843,H303316,H303308
NN30844,H303316,H303308
NN30845,H303316,H303308
NN30846,H303316,H303308
NN30854,F491900,H303324
NN30855,F491900,H303324
NN30856,F491900,H303324
NN30857,F491900,H303324
NN30858,F491900,H303324
NN30859,F491900,H303324
NN30860,M_2197606,F_2197606
NN30861,M_2197606,F_2197606
NN30862,M_2197606,F_2197606
NN30863,M_2197606,F_2197606
NN30864,M_2197606,F_2197606
NN30865,M_2197606,F_2197606
NN30866,M_2197606,F_2197606
NN34003,NE95623,NE93668
NN34004,NE95623,NE93668
NN34005,NE95623,NE93668
NN34006,NE95623,NE93668
NN34007,NE95623,NE93668
NN34008,NE95623,NE93668
NN34028,A007865,F_485133
NN34029,A007865,F_485133
NN34030,A007865,F_485133
NN34031,A007865,F_485133
NN34032,A007865,F_485133
NN34033,A007865,F_485133
NN34034,A007865,F_485133
NN34035,A007865,F_485133
NN34036,A007865,F_485133
NN34049,NE93694,NE95622
NN34050,NE93694,NE95622
NN34051,NE93694,NE95622
NN34052,NE93694,NE95622
NN34053,NE93694,NE95622
NN34054,NE93694,NE95622
NN34055,NE93694,NE95622
NN34056,NE93694,NE95622
NN34111,A007885,A007831
NN34112,A007885,A007831
NN34113,A007885,A007831
NN34114,A007885,A007831
NN34115,A007885,A007831
NN34116,A007885,A007831
NN34129,NE95600,NE26798
NN34130,NE95600,NE26798
NN34131,NE95600,NE26798
NN34132,NE95600,NE26798
NN34133,NE95600,NE26798
NN34134,NE95600,NE26798
NN34135,NE95600,NE26798
NN34136,NE95600,NE26798
NN34137,NE95600,NE26798
NN34138,NE95600,NE26798
NN34139,NE95600,NE26798
NN34191,NE93667,A007870
NN34192,NE93667,A007870
NN34193,NE93667,A007870
NN34194,NE93667,A007870
NN34195,NE93667,A007870
NN34238,NE95996,NE93652
NN34239,NE95996,NE93652
NN34240,NE95996,NE93652
NN34241,NE95996,NE93652
NN34242,NE95996,NE93652
NN34243,NE95996,NE93652
NN34244,NE95996,NE93652
NN34245,NE95996,NE93652
NN34246,NE95996,NE93652
NN34293,A007875,NE95992
NN34294,A007875,NE95992
NN34295,A007875,NE95992
NN34296,A007875,NE95992
NN34297,A007875,NE95992
NN34298,A007875,NE95992
NN34299,A007875,NE95992
NN34300,A007875,NE95992
NN34301,A007875,NE95992
NN34302,A007875,NE95992
NN34303,A007874,NE93695
NN34304,A007874,NE93695
NN34305,A007874,NE93695
NN34306,A007874,NE93695
NN34307,A007874,NE93695
NN34308,A007874,NE93695
NN34309,A007874,NE93695
NN34310,A007874,NE93695
NN34336,M_483857,NE96649
NN34337,M_483857,NE96649
NN34338,M_483857,NE96649
NN34339,M_483857,NE96649
NN34340,M_483857,NE96649
NN34341,M_483857,NE96649
NN34342,M_483857,NE96649
NN34343,M_483857,NE96649
NN34344,M_483857,NE96649
NN34345,M_483857,NE96649
NN34346,A007886,A007876
NN34347,A007886,A007876
NN34348,A007886,A007876
NN34349,A007886,A007876
NN34350,A007886,A007876
NN34351,A007886,A007876
NN34352,A007886,A007876
NN34353,A007886,A007876
NN34354,A007886,A007876
NN34355,A007886,A007876
NN34381,NE95617,NE95616
NN34382,NE95617,NE95616
NN34383,NE95617,NE95616
NN34384,NE93677,NE93687
NN34385,NE93677,NE93687
NN34386,NE93677,NE93687
NN34387,NE93677,NE93687
NN34388,NE93677,NE93687
NN34389,NE93677,NE93687
NN34390,NE93677,NE93687
NN34391,NE93677,NE93687
NN34392,NE93677,NE93687
NN34397,A007881,A007869
NN34398,A007881,A007869
NN34399,A007881,A007869
NN34400,A007881,A007869
NN34421,NE94435,NE95596
NN34422,NE94435,NE95596
NN34423,NE94435,NE95596
NN34424,NE94435,NE95596
NN34425,NE94435,NE95596
NN34426,NE94435,NE95596
NN34427,NE94435,NE95596
NN34428,NE94435,NE95596
NN34429,NE94435,NE95596
NN34445,NE93657,F_483603
NN34446,NE93657,F_483603
NN34447,NE93657,F_483603
NN34448,NE93657,F_483603
NN34449,NE93657,F_483603
NN34450,NE93657,F_483603
NN34451,NE93657,F_483603
NN34452,NE93657,F_483603
NN34453,NE93657,F_483603
NN34454,NE93657,F_483603
NN34483,M_483086,A007884
NN34484,M_483086,A007884
NN34485,M_483086,A007884
NN34486,M_483086,A007884
NN34487,M_483085,NE97173
NN34506,A725776,NE94510
NN34507,A725776,NE94510
NN34508,A725776,NE94510
NN34509,A725776,NE94510
NN34510,A725776,NE94510
NN34511,A725776,NE94510
NN34512,A725776,NE94510
NN34513,A725776,NE94510
NN34514,A725776,NE94510
NN34515,A725776,NE94510
NN34516,A725776,NE94510
NN34517,A725777,A725775
NN34518,A725777,A725775
NN34519,A725777,A725775
NN34520,A725777,A725775
NN34521,A725777,A725775
NN34522,M_482833,NE93685
NN34523,M_482833,NE93685
NN34524,M_482833,NE93685
NN34525,M_482833,NE93685
NN34526,M_482833,NE93685
NN34527,M_482833,NE93685
NN34552,M_482829,A723883
NN34553,M_482829,A723883
NN34554,M_482829,A723883
NN34555,M_482829,A723883
NN34556,M_482829,A723883
NN34557,M_482829,A723883
NN34604,KR84453,KJ73124
NN34605,KR84453,KJ73124
NN34606,KR84453,KJ73124
NN34607,KR84453,KJ73124
NN34608,KR84453,KJ73124
NN34614,B067859,C695199
NN34615,B067859,C695199
NN34616,B067859,C695199
NN34617,B067859,C695199
NN34618,B067859,C695199
NN34635,NE93684,NE94012
NN34636,NE93684,NE94012
NN34637,NE93684,NE94012
NN34638,NE93684,NE94012
NN34639,NE93684,NE94012
NN34640,NE93684,NE94012
NN34641,NE93684,NE94012
NN34651,B069974,B069976
NN34652,B069974,B069976
NN34711,B068560,NE95987
NN34712,B068560,NE95987
NN34713,B068560,NE95987
NN34714,B068560,NE95987
NN34715,B068560,NE95987
NN34716,B068560,NE95987
NN34717,B068560,NE95987
NN34740,B069974,B069976
NN34741,B069974,B069976
NN34742,B069974,B069976
NN34743,B069974,B069976
NN34744,B069974,B069976
NN34745,B069974,B069976
NN34746,B069974,B069976
NN34770,B067861,B067858
NN34772,B067861,B067858
NN34773,B067861,B067858
NN34774,B067861,B067858
NN34775,B067861,B067858
NN34776,B067861,B067858
NN34777,B067861,B067858
NN34779,B069521,B067851
NN34780,B069521,B067851
NN34781,B069521,B067851
NN34782,B069521,B067851
NN34783,B069521,B067851
NN34784,B069521,B067851
NN34786,B069521,B067851
NN34787,B069521,B067851
NN34788,B069521,B067851
NN34789,B067852,B067853
NN34790,B067852,B067853
NN34792,B067852,B067853
NN34793,B067852,B067853
NN34794,B067852,B067853
NN34795,B067852,B067853
NN34796,B067852,B067853
NN34801,B068380,C695250
NN34802,B068380,C695250
NN34803,B068380,C695250
NN34804,B068380,C695250
NN34805,B068380,C695250
NN34806,B068380,C695250
NN34807,B068380,C695250
NN34808,B068380,C695250
NN34809,B068380,C695250
NN34810,B068380,C695250
NN34811,B068380,C695250
NN34812,B068380,C695250
NN34821,C695249,C375609
NN34822,C695249,C375609
NN34823,C695249,C375609
NN34824,C695249,C375609
NN34825,C695249,C375609
NN34826,C695249,C375609
NN34827,C695249,C375609
NN34828,C695249,C375609
NN34829,C695255,C695256
NN34830,C695255,C695256
NN34831,C695255,C695256
NN34832,C695255,C695256
NN34833,C695255,C695256
NN34834,C695255,C695256
NN34835,C695255,C695256
